,titles,replies,views,activity,category
2533,Looking for adult comic authors and readers,389,13.8k,Oct '18,promotions
2534,Made sure of something,6,599,Oct '18,promotions
2535,I want to receive a feedback about my first part of the comic,116,180,Oct '18,promotions
2536,Would like some feedback,4,352,Oct '18,promotions
2537,"1. Can my comics be turned into safe-for-work without losing authenticity? 2. And how much will it benefit from scroll format, in your opinion?",94,485,Oct '18,promotions
2538,Any comments about my web-comic’s art style [Kärumtoo]?,12,788,Oct '18,promotions
2539,I started a Halloween Webcomic!,130,392,Oct '18,promotions
2540,Animated Comic Project (BL+Sci-fi),46,270,Oct '18,promotions
2541,I Started A New Comic Called My Korean Wife!,339,221,Oct '18,promotions
2542,Check the comic of the week!,33,269,Oct '18,promotions
2543,Post your holiday comics!,317,207,Oct '18,promotions
2544,Can Someone CRITIQUE this,173,378,Oct '18,promotions
2545,Webtoon is now available in spanish,3.0k,1.2k,Oct '18,promotions
2546,Romance - Horror?,35,314,Oct '18,promotions
2547,I just released a BL Novel! (Please give feedback and share you own!),4.7k,468,Oct '18,promotions
2548,And the winner goes to… (Do you have a event where there is a winner please tell us),1,376,Oct '18,promotions
2549,"A big Inksgiving-race, please be a part of this. (So much fun)",89,460,Oct '18,promotions
2550,Please help me with my blurbs,22,318,Oct '18,promotions
2551,Worst recap ever,203,188,Oct '18,promotions
2552,Movie discussion,0,304,Oct '18,promotions
2553,Trying to Find Holographic Overlays,74,196,Oct '18,promotions
2554,I’m having doubts about my script,0,479,Oct '18,promotions
2555,Let’s talk pets!,68,2.6k,Oct '18,promotions
2556,"I’m a new writer here, what should I be avoiding?",23,348,Oct '18,promotions
2557,"I’m a new creator, Is my first comic and I would like you to read it and give me a review",313,988,Oct '18,promotions
2558,ADIMYRIS - A Storm Is Coming // NOW ON TAPAS,8,143,Oct '18,promotions
2559,Time to compliment on your comics,112,834,Oct '18,promotions
2560,New Creator Asking for Advice,46,231,Sep '18,promotions
2561,A Broken Winter (Sci-fi/Fantasy/BL) Now Available on Tapas!,300,158,Sep '18,promotions
2562,Creators Over 30?,233,2.5k,Sep '18,promotions
2563,Can you follow my series on Social Media,1.6k,279,Sep '18,promotions
2564,Soliloquy of the Broken,22,182,Sep '18,promotions
2565,My new project!,198,291,Sep '18,promotions
2566,Looking for tips and constructive criticism,6,427,Sep '18,promotions
2567,Fantasy/madeup animals!,87,1.0k,Sep '18,promotions
2568,An update on some feedback please!,77,278,Sep '18,promotions
2569,Promote your friend’s comic!,510,487,Sep '18,promotions
2570,Comment nice things on each others webtoon/tapas,2,1.1k,Sep '18,promotions
2571,Seeking Feedback,98,266,Sep '18,promotions
2572,Feedback on Patreon page?,23,284,Sep '18,promotions
2573,"New novel, need feedback!",470,171,Sep '18,promotions
2574,Need feedback on my new novel,8,366,Sep '18,promotions
2575,Novels and comics between 25 and 50 Subscribe,162,1.4k,Sep '18,promotions
2576,2 Days Ago - Cookie & Honey Jars Comic,18,252,Sep '18,promotions
2577,"I remastered my whole comic - new comic font, fixed dialogue and format, will be THANKFULL for your thoughts",157,318,Sep '18,promotions
2578,Launch: Left to Rot,33,199,Sep '18,promotions
2579,In The Loop - 1st breakpoint reached!,280,529,Sep '18,promotions
2580,French: Punto Presto en français!,16,172,Sep '18,promotions
2581,Half Bird Half Soldier | Tapas tapas.io,146,287,Sep '18,promotions
2582,Over 8 miles is three years old,27,250,Sep '18,promotions
2583,Link your Favorite Webcomic,235,987,Sep '18,promotions
2584,"New Tapas author, saying hi",1,198,Sep '18,promotions
2585,Feedback on art,66,260,Sep '18,promotions
2586,My name is Amber and I love to write Lesbian Fiction,17,314,Sep '18,promotions
2587,I am experimenting on color in my comic/manga,238,731,Sep '18,promotions
2588,Which book cover is the best? (Voting Poll),87,424,Sep '18,promotions
2589,Ocean Eyes Start Anouncement,762,232,Sep '18,promotions
2590,Feedback on a finished short story,61,175,Sep '18,promotions
2591,CW Episode 1 Live!,411,206,Sep '18,promotions
2592,The Burn My Shadow Team,98,181,Sep '18,promotions
2593,New to Tapas and released our comic Blackblood recently!,975,285,Sep '18,promotions
2594,"I’m new here, and I would like you to review my first comic",15,241,Sep '18,promotions
2595,"Hello, thought I’d introduce myself",111,388,Sep '18,promotions
2596,Here for Halloween!,27,185,Sep '18,promotions
2597,I want to MAKE ANIMATIONS of my webcomic’s pages. need feedbacks on idea,224,298,Sep '18,promotions
2598,It would be my pleasure to pass by and read my comic,22,241,Sep '18,promotions
2599,Help me change my comic’s name! (I don’t know what name to choose),274,294,Sep '18,promotions
2600,In need of advice,35,320,Sep '18,promotions
2601,Looking for some Underrated Comics,312,2.5k,Sep '18,promotions
2602,Gold mine or garbage you tell me,16,400,Sep '18,promotions
2603,Comicadia Interviews: TreasureHUNT!,163,390,Sep '18,promotions
2604,Making My Webcomic Animated,42,466,Sep '18,promotions
2605,Feedback on writing action (novel),249,404,Sep '18,promotions
2606,River City: Revived and Revised (gimmie your LGBT comics),81,347,Aug '18,promotions
2607,"Post weird, strange, and niche comics!",908,1.0k,Aug '18,promotions
2608,Where’s the Shounen Battle Comic at?,0,635,Aug '18,promotions
2609,I was on hiatus,66,297,Aug '18,promotions
2610,I got thrilled and started posting,20,311,Aug '18,promotions
2611,"You Read Mine, I Read Yours! (Artist Support Artist)",222,801,Aug '18,promotions
2612,Feedback needed! Inksgiving Episode,80,253,Aug '18,promotions
2613,"I’m an animator turned comic artist, check out my first 2 chapters!",553,301,Aug '18,promotions
2614,New Creator Thread!,258,292,Aug '18,promotions
2615,I’m making a post apocalyptic horror comic,1.6k,292,Aug '18,promotions
2616,"New creator, New comic",37,429,Aug '18,promotions
2617,Some love for not romance genres,230,1.0k,Aug '18,promotions
2618,Yo check my comic,90,325,Aug '18,promotions
2619,What is CHARLIE THE ATOMIC SUPER KITTEN?,904,188,Aug '18,promotions
2620,Advice on deciding which Genre Fits best?,33,362,Aug '18,promotions
2621,Lost and Found (The Legacy of Renald) Isekai Novel (Drop me yours as well),253,167,Aug '18,promotions
2622,“Bleakville” Now on Webtoons! *Show some love*,19,198,Aug '18,promotions
2623,Created a brand new sci-fi comedy series and looking for feedback,161,545,Aug '18,promotions
2624,Farmhouse Chapter 3 posted,49,168,Aug '18,promotions
2625,Show me your Webcomic,255,1.9k,Aug '18,promotions
2626,How do I introduce my main character? That’s kinda what I’m having trouble with,127,761,Aug '18,promotions
2627,Restart and Inprovements!,6.1k,204,Aug '18,promotions
2628,I started a Harry Potter fanfic,15,265,Aug '18,promotions
2629,I add the second part of my web comic!,143,215,Aug '18,promotions
2630,"Hi… Again? My last account broke. Also, feedback please?",130,335,Aug '18,promotions
2631,Here can you Subscribe to upcoming Novels and Comics,1.4k,244,Aug '18,promotions
2632,My Hero Academia: Alternate U,0,216,Aug '18,promotions
2633,Ghost Guide. A horror mystery comic,59,191,Aug '18,promotions
2634,🎃 Horror Game Madness 🎃,4,493,Aug '18,promotions
2635,What would your character do wth a million bucks?,110,1.1k,Aug '18,promotions
2636,“Earth calling Moon” - Webcomic Strip,115,211,Aug '18,promotions
2637,Cursemates: My new webtoon!,1.1k,398,Aug '18,promotions
2638,"I made a comic about Lilith and the fallen of Lucifer, I’d like your opinion",43,312,Aug '18,promotions
2639,Using Music in Your Comic,885,201,Aug '18,promotions
2640,Tyranocomics still under 50 subs,0,338,Aug '18,promotions
2641,Perspective opinion,66,277,Aug '18,promotions
2642,Desperately seeking feedback,32,452,Aug '18,promotions
2643,Traditional comics on Tapastic? Share them here!,286,615,Aug '18,promotions
2644,Finished Our Girl-Crush Chapter! ^^,18,205,Aug '18,promotions
2645,Tapas Subscriptions garage sale,138,764,Aug '18,promotions
2646,TopWebComics - vote banners (a test): my story or yours,18,900,Aug '18,promotions
2647,KAYE TIGRA: the beginning | Tapas m.tapas.io,712,268,Aug '18,promotions
2648,Please check out Constellations,7,348,Aug '18,promotions
2649,Recommendation Tag Game to promote creators,155,320,Aug '18,promotions
2650,I’m a new creator! (came from webtoon),62,397,Aug '18,promotions
2651,Why black and white comics? (Promo),449,1.5k,Aug '18,promotions
2652,Hi I’m new here that’s about all,0,268,Aug '18,promotions
2653,I’m just getting used to using this site,66,344,Aug '18,promotions
2654,Hello! New creator here…series name ‘Realm of Men’,15,276,Aug '18,promotions
2655,I’m new and writing an Urban Fantasy Cozy Mystery series,169,201,Aug '18,promotions
2656,Hello I am a new creator,5,259,Aug '18,promotions
2657,Looking for script feedback!,135,1.0k,Aug '18,promotions
2658,Hi there! I’m brand spanking new to Tapas,1,322,Aug '18,promotions
2659,Im a new creator!,67,452,Aug '18,promotions
2660,Let’s support each other’s series!,14,212,Aug '18,promotions
2661,New(ish) creator!,220,205,Aug '18,promotions
2662,Feedback on my novel would be appreciated,4,293,Aug '18,promotions
2663,Hello! Please review my short story!,825,134,Aug '18,promotions
2664,It´s my birthday!,10,287,Aug '18,promotions
2665,In need of some feedback for my novel,87,264,Aug '18,promotions
2666,AI Novel Feedback,1,1.1k,Aug '18,promotions
2667,"Started a fantasy comic, looking for others to read!",70,1.5k,Aug '18,promotions
2668,Hello I’m new here,72,190,Aug '18,promotions
2669,How to write less coincidences?,491,802,Aug '18,promotions
2670,Post Your Prettiest Pages!,1,2.0k,Jul '18,promotions
2671,Searching for the Tapas Masterpiece,100,2.3k,Jul '18,promotions
2672,Describe Your Comic in One Page,77,1.3k,Jul '18,promotions
2673,Could i get a review for my novel?,383,267,Jul '18,promotions
2674,Need some advice on my comic,10,332,Jul '18,promotions
2675,Review for a Review?,154,223,Jul '18,promotions
2676,The subscriber train,41,631,Jul '18,promotions
2677,"Hey, I’m New! How do you do?",369,362,Jul '18,promotions
2678,Hi guys! I’m new. uwu,33,806,Jul '18,promotions
2679,"The same image, one colored and one grayscale. What are your thoughts?",399,617,Jul '18,promotions
2680,Can anyone judge my work,25,289,Jul '18,promotions
2681,Introducing improvision!,293,249,Jul '18,promotions
2682,(Voting Poll) Which story do you want to read based on the book cover?,3,249,Jul '18,promotions
2683,Reaching 666 Views!,79,404,Jul '18,promotions
2684,So few views each week,5,1.0k,Jul '18,promotions
2685,My first real novel,90,291,Jul '18,promotions
2686,Help! Many readers don’t go beyond chapter 1 of my novel,154,522,Jul '18,promotions
2687,What title-music do you novel or comic have?,1.2k,321,Jul '18,promotions
2688,Just finished my boy detective comic (first story),0,425,Jul '18,promotions
2689,"Feedback, not FEEDBAG!",118,654,Jul '18,promotions
2690,Help me please with my blurb,33,504,Jul '18,promotions
2691,Announcement regard to Tapas and the future of posting Neos fics,407,367,Jul '18,promotions
2692,Calling all Comic Artists: Make an ad,5,524,Jul '18,promotions
2693,Hello Again~ Journey of a Lost Comic Artist,136,430,Jul '18,promotions
2694,We all have seen the RedFromBlueLife… Now Black kick Red,7,218,Jul '18,promotions
2695,My First Series in Tapas,183,349,Jul '18,promotions
2696,The Tapas Novel Open Platform - Mark I,33,2.4k,Jul '18,promotions
2697,Characters needed (Closed),1.1k,1.2k,Jul '18,promotions
2698,Character Design Feedback? Redesigning older character,17,1.1k,Jul '18,promotions
2699,Do you like the tracking at webtoon?,175,755,Jul '18,promotions
2700,Donathin’s Monthly Comic Spotlight,62,2.9k,Jul '18,promotions
2701,New Novel! Need some readers and feedback!,365,226,Jul '18,promotions
2702,"New comic, would love feedback",7,389,Jul '18,promotions
2703,Comic/Novel Even/Odd Promo thread,141,587,Jul '18,promotions
2704,New comic! I need some feedback,1,435,Jul '18,promotions
2705,Let’s share our LGBT+ COMICS :3,82,7.3k,Jul '18,promotions
2706,Can anyone feedback my test page!,13,323,Jul '18,promotions
2707,Need character design feedback for original superhero comic,208,1.4k,Jul '18,promotions
2708,DRAGOONS: Days & Knights is finally here!,34,182,Jul '18,promotions
2709,"Hi, I’m new to Tapas!",250,678,Jul '18,promotions
2710,BL serie feedback - with psychological plot,166,362,Jul '18,promotions
2711,It all started with a speech bubble…Now 250 subscribers,1.7k,876,Jul '18,promotions
2712,Where can it improve?,6,414,Jul '18,promotions
2713,I made a new website for my stories,103,221,Jun '18,promotions
2714,"Can I get feedback on my story, please?",14,813,Jun '18,promotions
2715,Updated my comic. Would love some feedback,231,530,Jun '18,promotions
2716,Scarlet Society - WebComic en Español,15,182,Jun '18,promotions
2717,"Hello, It’s my new comic. Can you read new comic and let me know your thoughts?",192,515,Jun '18,promotions
2718,Scifi/Fantasy comics,29,799,Jun '18,promotions
2719,I never thought it would reach 100+ subscribers… THANK YOU!,270,344,Jun '18,promotions
2720,Power of Stardust finishes issue 1! Join the Q and A!,11,202,Jun '18,promotions
2721,Any fan of Oyasumi Punpun?,252,2.7k,Jun '18,promotions
2722,HELLO and show me your one shots/short comics,155,699,Jun '18,promotions
2723,Font critique needed – is my font big enough for a webtoon?,2.9k,448,Jun '18,promotions
2724,New shorts from me!,68,161,Jun '18,promotions
2725,Share your comic title… and pizza,364,1.4k,Jun '18,promotions
2726,Creative Inspiration Sharing,30,370,Jun '18,promotions
2727,Link your comics/novels here in hopes for some semblance for attention,372,2.4k,Jun '18,promotions
2728,I’m done with my novel,14,326,Jun '18,promotions
2729,Astrology based comic,296,364,Jun '18,promotions
